input_cmp_rows_after_deduplication,input_cpds_rows_after_deduplication,rows_after_merge,party_records_after_system_screen,party_systems_before_model,regression_observations,countries_clustered,pca_complete_party_records,r_squared
3110,1743,3044,2423,485,453,29,2418,0.18710702182079364
