case,phi,agent_Y,reference_Y,abs_diff_Y,agent_w,reference_w,abs_diff_w,agent_R,reference_R,abs_diff_R,agent_wage_bill,reference_wage_bill,abs_diff_wage_bill,agent_capital_income,reference_capital_income,abs_diff_capital_income
left,0.026000000000000002,1.0533500745771853,1.0533500745771853,0.0,-1.0526000212245679,1.0526000212245679,2.1052000424491357,-0.0007500533526175512,0.0007500533526175512,0.0015001067052351025,-1.0526000212245679,1.0526000212245679,2.1052000424491357,-0.0007500533526175512,0.0007500533526175512,0.0015001067052351025
left,0.028,1.0575653998443264,1.0575653998443264,0.0,-1.0566885392975671,1.0566885392975671,2.1133770785951342,-0.0008768605467591458,0.0008768605467591458,0.0017537210935182916,-1.0566885392975671,1.0566885392975671,2.1133770785951342,-0.0008768605467591458,0.0008768605467591458,0.0017537210935182916
left,0.03,1.0617965597791463,1.0617965597791463,0.0,-1.0607818890382232,1.0607818890382232,2.1215637780764465,-0.0010146707409229472,0.0010146707409229472,0.0020293414818458944,-1.0607818890382232,1.0607818890382232,2.1215637780764465,-0.0010146707409229472,0.0010146707409229472,0.0020293414818458944
left,0.032,1.0660435286893635,1.0660435286893635,0.0,-1.0648798051129815,1.0648798051129815,2.129759610225963,-0.001163723576381921,0.001163723576381921,0.002327447152763842,-1.0648798051129815,1.0648798051129815,2.129759610225963,-0.001163723576381921,0.001163723576381921,0.002327447152763842
left,0.034,1.0703062788447542,1.0703062788447542,0.0,-1.0689820166514563,1.0689820166514563,2.1379640333029126,-0.0013242621932978876,0.0013242621932978876,0.002648524386595775,-1.0689820166514563,1.0689820166514563,2.1379640333029126,-0.0013242621932978876,0.0013242621932978876,0.002648524386595775
left,0.036000000000000004,1.0745847804408377,1.0745847804408377,0.0,-1.0730882471851775,1.0730882471851775,2.146176494370355,-0.0014965332556601883,0.0014965332556601883,0.0029930665113203766,-1.0730882471851775,1.0730882471851775,2.146176494370355,-0.0014965332556601883,0.0014965332556601883,0.0029930665113203766
left,0.038,1.078879001562217,1.078879001562217,0.0,-1.0771982145865997,1.0771982145865997,2.1543964291731994,-0.0016807869756171633,0.0016807869756171633,0.0033615739512343266,-1.0771982145865997,1.0771982145865997,2.1543964291731994,-0.0016807869756171633,0.0016807869756171633,0.0033615739512343266
left,0.04,1.0831889081455806,1.0831889081455806,0.0,-1.0813116310084132,1.0813116310084132,2.1626232620168264,-0.0018772771371673841,0.0018772771371673841,0.0037545542743347682,-1.0813116310084132,1.0813116310084132,2.1626232620168264,-0.0018772771371673841,0.0018772771371673841,0.0037545542743347682
left,0.042,1.0875144639423706,1.0875144639423706,0.0,-1.0854282028231939,1.0854282028231939,2.1708564056463877,-0.002086261119176732,0.002086261119176732,0.004172522238353464,-1.0854282028231939,1.0854282028231939,2.1708564056463877,-0.002086261119176732,0.002086261119176732,0.004172522238353464
left,0.044,1.0918556304811153,1.0918556304811153,0.0,-1.0895476305634288,1.0895476305634288,2.1790952611268577,-0.0023079999176865754,0.0023079999176865754,0.004615999835373151,-1.0895476305634288,1.0895476305634288,2.1790952611268577,-0.0023079999176865754,0.0023079999176865754,0.004615999835373151
left,0.046,1.09621236702944,1.09621236702944,0.0,-1.0936696088619624,1.0936696088619624,2.187339217723925,-0.002542758167477456,0.002542758167477456,0.005085516334954912,-1.0936696088619624,1.0936696088619624,2.187339217723925,-0.002542758167477456,0.002542758167477456,0.005085516334954912
left,0.048,1.1005846305557514,1.1005846305557514,0.0,-1.0977938263928995,1.0977938263928995,2.195587652785799,-0.0027908041628518037,0.0027908041628518037,0.005581608325703607,-1.0977938263928995,1.0977938263928995,2.195587652785799,-0.0027908041628518037,0.0027908041628518037,0.005581608325703607
left,0.05,1.1049723756906078,1.1049723756906078,0.0,-1.1019199658130094,1.1019199658130094,2.203839931626019,-0.003052409877598365,0.003052409877598365,0.00610481975519673,-1.1019199658130094,1.1019199658130094,2.203839931626019,-0.003052409877598365,0.003052409877598365,0.00610481975519673
left,0.052000000000000005,1.1093755546877773,1.1093755546877773,0.0,-1.106047703703677,1.106047703703677,2.212095407407354,-0.0033278509841001527,0.0033278509841001527,0.0066557019682003055,-1.106047703703677,1.106047703703677,2.212095407407354,-0.0033278509841001527,0.0033278509841001527,0.0066557019682003055
left,0.054,1.1137941173849897,1.1137941173849897,0.0,-1.1101767105134428,1.1101767105134428,2.2203534210268856,-0.003617406871546826,0.003617406871546826,0.007234813743093652,-1.1101767105134428,1.1101767105134428,2.2203534210268856,-0.003617406871546826,0.003617406871546826,0.007234813743093652
left,0.056,1.1182280111643885,1.1182280111643885,0.0,-1.114306650501177,1.114306650501177,2.228613301002354,-0.003921360663211554,0.003921360663211554,0.007842721326423108,-1.114306650501177,1.114306650501177,2.228613301002354,-0.003921360663211554,0.003921360663211554,0.007842721326423108
left,0.058,1.1226771809126916,1.1226771809126916,0.0,-1.11843718167994,1.11843718167994,2.23687436335988,-0.004239999232751519,0.004239999232751519,0.008479998465503038,-1.11843718167994,1.11843718167994,2.23687436335988,-0.004239999232751519,0.004239999232751519,0.008479998465503038
left,0.06,1.127141568981064,1.127141568981064,0.0,-1.1225679557615735,1.1225679557615735,2.245135911523147,-0.004573613219490341,0.004573613219490341,0.009147226438980681,-1.1225679557615735,1.1225679557615735,2.245135911523147,-0.004573613219490341,0.004573613219490341,0.009147226438980681
left,0.062,1.131621115144712,1.131621115144712,0.0,-1.1266986181020722,1.1266986181020722,2.2533972362041443,-0.004922497042639793,0.004922497042639793,0.009844994085279586,-1.1266986181020722,1.1266986181020722,2.2533972362041443,-0.004922497042639793,0.004922497042639793,0.009844994085279586
left,0.064,1.1361157565622049,1.1361157565622049,0.0,-1.1308288076477877,1.1308288076477877,2.2616576152955754,-0.0052869489144173,0.0052869489144173,0.0105738978288346,-1.1308288076477877,1.1308288076477877,2.2616576152955754,-0.0052869489144173,0.0052869489144173,0.0105738978288346
left,0.066,1.1406254277345356,1.1406254277345356,0.0,-1.1349581568825209,1.1349581568825209,2.2699163137650418,-0.005667270852014844,0.005667270852014844,0.011334541704029689,-1.1349581568825209,1.1349581568825209,2.2699163137650418,-0.005667270852014844,0.005667270852014844,0.011334541704029689
left,0.068,1.1451500604639235,1.1451500604639235,0.0,-1.1390862917755498,1.1390862917755498,2.2781725835510995,-0.006063768688373961,0.006063768688373961,0.012127537376747922,-1.1390862917755498,1.1390862917755498,2.2781725835510995,-0.006063768688373961,0.006063768688373961,0.012127537376747922
left,0.07,1.1496895838123709,1.1496895838123709,0.0,-1.1432128317306502,1.1432128317306502,2.2864256634613005,-0.006476752081720647,0.006476752081720647,0.012953504163441295,-1.1432128317306502,1.1432128317306502,2.2864256634613005,-0.006476752081720647,0.006476752081720647,0.012953504163441295
left,0.07200000000000001,1.154243924059984,1.154243924059984,0.0,-1.147337389536171,1.147337389536171,2.294674779072342,-0.00690653452381316,0.00690653452381316,0.01381306904762632,-1.147337389536171,1.147337389536171,2.294674779072342,-0.00690653452381316,0.00690653452381316,0.01381306904762632
left,0.074,1.1588130046630634,1.1588130046630634,0.0,-1.1514595713162088,1.1514595713162088,2.3029191426324176,-0.007353433346854672,0.007353433346854672,0.014706866693709344,-1.1514595713162088,1.1514595713162088,2.3029191426324176,-0.007353433346854672,0.007353433346854672,0.014706866693709344
left,0.076,1.16339674621198,1.16339674621198,0.0,-1.155578976482958,1.155578976482958,2.311157952965916,-0.007817769729022091,0.007817769729022091,0.015635539458044183,-1.155578976482958,1.155578976482958,2.311157952965916,-0.007817769729022091,0.007817769729022091,0.015635539458044183
left,0.078,1.1679950663888394,1.1679950663888394,0.0,-1.1596951976902783,1.1596951976902783,2.3193903953805566,-0.008299868698561145,0.008299868698561145,0.01659973739712229,-1.1596951976902783,1.1596951976902783,2.3193903953805566,-0.008299868698561145,0.008299868698561145,0.01659973739712229
left,0.08,1.172607879924953,1.172607879924953,0.0,-1.1638078207885558,1.1638078207885558,2.3276156415771116,-0.008800059136397398,0.008800059136397398,0.017600118272794795,-1.1638078207885558,1.1638078207885558,2.3276156415771116,-0.008800059136397398,0.008800059136397398,0.017600118272794795
left,0.082,1.1772350985581226,1.1772350985581226,0.0,-1.167916424780911,1.167916424780911,2.335832849561822,-0.009318673777211574,0.009318673777211574,0.01863734755442315,-1.167916424780911,1.167916424780911,2.335832849561822,-0.009318673777211574,0.009318673777211574,0.01863734755442315
left,0.084,1.1818766309897508,1.1818766309897508,0.0,-1.172020581780824,1.172020581780824,2.344041163561648,-0.00985604920892705,0.00985604920892705,0.0197120984178541,-1.172020581780824,1.172020581780824,2.344041163561648,-0.00985604920892705,0.00985604920892705,0.0197120984178541
left,0.08600000000000001,1.1865323828417926,1.1865323828417926,0.0,-1.1761198569712363,1.1761198569712363,2.3522397139424727,-0.010412525870556319,0.010412525870556319,0.020825051741112637,-1.1761198569712363,1.1761198569712363,2.3522397139424727,-0.010412525870556319,0.010412525870556319,0.020825051741112637
left,0.088,1.191202256613555,1.191202256613555,0.0,-1.1802138085652025,1.1802138085652025,2.360427617130405,-0.01098844804835253,0.01098844804835253,0.02197689609670506,-1.1802138085652025,1.1802138085652025,2.360427617130405,-0.01098844804835253,0.01098844804835253,0.02197689609670506
left,0.09,1.1958861516383639,1.1958861516383639,0.0,-1.1843019877681524,1.1843019877681524,2.368603975536305,-0.011584163870211368,0.011584163870211368,0.023168327740422736,-1.1843019877681524,1.1843019877681524,2.368603975536305,-0.011584163870211368,0.011584163870211368,0.023168327740422736
left,0.092,1.200583964040109,1.200583964040109,0.0,-1.1883839387418413,1.1883839387418413,2.3767678774836827,-0.012200025298267655,0.012200025298267655,0.02440005059653531,-1.1883839387418413,1.1883839387418413,2.3767678774836827,-0.012200025298267655,0.012200025298267655,0.02440005059653531
left,0.094,1.2052955866896797,1.2052955866896797,0.0,-1.1924591985700492,1.1924591985700492,2.3849183971400985,-0.01283638811963042,0.01283638811963042,0.02567277623926084,-1.1924591985700492,1.1924591985700492,2.3849183971400985,-0.01283638811963042,0.01283638811963042,0.02567277623926084
left,0.096,1.2100209091613103,1.2100209091613103,0.0,-1.1965272972261112,1.1965272972261112,2.3930545944522224,-0.01349361193519931,0.01349361193519931,0.02698722387039862,-1.1965272972261112,1.1965272972261112,2.3930545944522224,-0.01349361193519931,0.01349361193519931,0.02698722387039862
left,0.098,1.2147598176888466,1.2147598176888466,0.0,-1.200587757542342,1.200587757542342,2.401175515084684,-0.014172060146504508,0.014172060146504508,0.028344120293009017,-1.200587757542342,1.200587757542342,2.401175515084684,-0.014172060146504508,0.014172060146504508,0.028344120293009017
left,0.1,1.2195121951219512,1.2195121951219512,0.0,-1.2046400951814398,1.2046400951814398,2.4092801903628795,-0.014872099940511604,0.014872099940511604,0.029744199881023208,-1.2046400951814398,1.2046400951814398,2.4092801903628795,-0.014872099940511604,0.014872099940511604,0.029744199881023208
left,0.10200000000000001,1.2242779208822636,1.2242779208822636,0.0,-1.2086838186099316,1.2086838186099316,2.417367637219863,-0.015594102272332143,0.015594102272332143,0.031188204544664287,-1.2086838186099316,1.2086838186099316,2.417367637219863,-0.015594102272332143,0.015594102272332143,0.031188204544664287
left,0.10400000000000001,1.229056870919531,1.229056870919531,0.0,-1.2127184290737512,1.2127184290737512,2.4254368581475023,-0.016338441845779973,0.016338441845779973,0.032676883691559945,-1.2127184290737512,1.2127184290737512,2.4254368581475023,-0.016338441845779973,0.016338441845779973,0.032676883691559945
left,0.106,1.2338489176677292,1.2338489176677292,0.0,-1.2167434205760164,1.2167434205760164,2.4334868411520327,-0.017105497091712732,0.017105497091712732,0.034210994183425464,-1.2167434205760164,1.2167434205760164,2.4334868411520327,-0.017105497091712732,0.017105497091712732,0.034210994183425464
left,0.108,1.238653930001189,1.238653930001189,0.0,-1.2207582798570915,1.2207582798570915,2.441516559714183,-0.0178956501440974,0.0178956501440974,0.0357913002881948,-1.2207582798570915,1.2207582798570915,2.441516559714183,-0.0178956501440974,0.0178956501440974,0.0357913002881948
left,0.11,1.2434717731907485,1.2434717731907485,0.0,-1.2247624863770106,1.2247624863770106,2.449524972754021,-0.018709286813737944,0.018709286813737944,0.03741857362747589,-1.2247624863770106,1.2247624863770106,2.449524972754021,-0.018709286813737944,0.018709286813737944,0.03741857362747589
left,0.112,1.2483023088599505,1.2483023088599505,0.0,-1.2287555123003477,1.2287555123003477,2.4575110246006955,-0.019546796559602966,0.019546796559602966,0.03909359311920593,-1.2287555123003477,1.2287555123003477,2.4575110246006955,-0.019546796559602966,0.019546796559602966,0.03909359311920593
left,0.114,1.2531453949413027,1.2531453949413027,0.0,-1.2327368224836124,1.2327368224836124,2.4654736449672248,-0.020408572457690267,0.020408572457690267,0.040817144915380535,-1.2327368224836124,1.2327368224836124,2.4654736449672248,-0.020408572457690267,0.020408572457690267,0.040817144915380535
left,0.116,1.2580008856326235,1.2580008856326235,0.0,-1.2367058744652584,1.2367058744652584,2.4734117489305167,-0.021295011167365173,0.021295011167365173,0.042590022334730346,-1.2367058744652584,1.2367058744652584,2.4734117489305167,-0.021295011167365173,0.021295011167365173,0.042590022334730346
left,0.11800000000000001,1.2628686313534918,1.2628686313534918,0.0,-1.240662118458383,1.240662118458383,2.481324236916766,-0.022206512895108683,0.022206512895108683,0.044413025790217366,-1.240662118458383,1.240662118458383,2.481324236916766,-0.022206512895108683,0.022206512895108683,0.044413025790217366
left,0.12,1.2677484787018256,1.2677484787018256,0.0,-1.2446049973462143,1.2446049973462143,2.4892099946924287,-0.023143481355611423,0.023143481355611423,0.046286962711222845,-1.2446049973462143,1.2446049973462143,2.4892099946924287,-0.023143481355611423,0.023143481355611423,0.046286962711222845
left,0.122,1.2726402704106046,1.2726402704106046,0.0,-1.248533946680456,1.248533946680456,2.497067893360912,-0.02410632373014864,0.02410632373014864,0.04821264746029728,-1.248533946680456,1.248533946680456,2.497067893360912,-0.02410632373014864,0.02410632373014864,0.04821264746029728
left,0.124,1.277543845304771,1.277543845304771,0.0,-1.252448394682599,1.252448394682599,2.504896789365198,-0.02509545062217172,0.02509545062217172,0.05019090124434344,-1.252448394682599,1.252448394682599,2.504896789365198,-0.02509545062217172,0.02509545062217172,0.05019090124434344
left,0.126,1.282459038258318,1.282459038258318,0.0,-1.2563477622482675,1.2563477622482675,2.512695524496535,-0.02611127601005071,0.02611127601005071,0.05222255202010142,-1.2563477622482675,1.2563477622482675,2.512695524496535,-0.02611127601005071,0.02611127601005071,0.05222255202010142
left,0.128,1.2873856801516026,1.2873856801516026,0.0,-1.2602314629546998,1.2602314629546998,2.5204629259093996,-0.02715421719690288,0.02715421719690288,0.05430843439380576,-1.2602314629546998,1.2602314629546998,2.5204629259093996,-0.02715421719690288,0.02715421719690288,0.05430843439380576
left,0.13,1.2923235978288963,1.2923235978288963,0.0,-1.2640989030714547,1.2640989030714547,2.5281978061429093,-0.02822469475744165,0.02822469475744165,0.0564493895148833,-1.2640989030714547,1.2640989030714547,2.5281978061429093,-0.02822469475744165,0.02822469475744165,0.0564493895148833
left,0.132,1.2972726140562083,1.2972726140562083,0.0,-1.267949481574428,1.267949481574428,2.535898963148856,-0.029323132481780298,0.029323132481780298,0.058646264963560596,-1.267949481574428,1.267949481574428,2.535898963148856,-0.029323132481780298,0.029323132481780298,0.058646264963560596
left,0.134,1.3022325474793988,1.3022325474793988,0.0,-1.2717825901632738,1.2717825901632738,2.5435651803265475,-0.03044995731612488,0.03044995731612488,0.06089991463224976,-1.2717825901632738,1.2717825901632738,2.5435651803265475,-0.03044995731612488,0.03044995731612488,0.06089991463224976
left,0.136,1.3072032125826154,1.3072032125826154,0.0,-1.2755976132823248,1.2755976132823248,2.5511952265646496,-0.031605599300290804,0.031605599300290804,0.06321119860058161,-1.2755976132823248,1.2755976132823248,2.5511952265646496,-0.031605599300290804,0.031605599300290804,0.06321119860058161
left,0.138,1.312184419647075,1.312184419647075,0.0,-1.279393928145098,1.279393928145098,2.558787856290196,-0.03279049150197734,0.03279049150197734,0.06558098300395468,-1.279393928145098,1.279393928145098,2.558787856290196,-0.03279049150197734,0.03279049150197734,0.06558098300395468
left,0.14,1.3171759747102214,1.3171759747102214,0.0,-1.2831709047624864,1.2831709047624864,2.566341809524973,-0.03400506994773491,0.03400506994773491,0.06801013989546982,-1.2831709047624864,1.2831709047624864,2.566341809524973,-0.03400506994773491,0.03400506994773491,0.06801013989546982
left,0.14200000000000002,1.3221776795252855,1.3221776795252855,0.0,-1.2869279059747256,1.2869279059747256,2.5738558119494512,-0.0352497735505599,0.0352497735505599,0.0704995471011198,-1.2869279059747256,1.2869279059747256,2.5738558119494512,-0.0352497735505599,0.0352497735505599,0.0704995471011198
left,0.14400000000000002,1.3271893315212777,1.3271893315212777,0.0,-1.2906642874872258,1.2906642874872258,2.5813285749744517,-0.036525044034052,0.036525044034052,0.073050088068104,-1.2906642874872258,1.2906642874872258,2.5813285749744517,-0.036525044034052,0.036525044034052,0.073050088068104
left,0.146,1.332210723763442,1.332210723763442,0.0,-1.2943793979103722,1.2943793979103722,2.5887587958207443,-0.03783132585306985,0.03783132585306985,0.0756626517061397,-1.2943793979103722,1.2943793979103722,2.5887587958207443,-0.03783132585306985,0.03783132585306985,0.0756626517061397
left,0.148,1.3372416449142026,1.3372416449142026,0.0,-1.2980725788033818,1.2980725788033818,2.5961451576067636,-0.03916906611082081,0.03916906611082081,0.07833813222164163,-1.2980725788033818,1.2980725788033818,2.5961451576067636,-0.03916906611082081,0.03916906611082081,0.07833813222164163
left,0.15,1.3422818791946312,1.3422818791946312,0.0,-1.30174316472231,1.30174316472231,2.60348632944462,-0.04053871447232108,0.04053871447232108,0.08107742894464216,-1.30174316472231,1.30174316472231,2.60348632944462,-0.04053871447232108,0.04053871447232108,0.08107742894464216
left,0.152,1.3473312063464689,1.3473312063464689,0.0,-1.3053904832723051,1.3053904832723051,2.6107809665446102,-0.0419407230741636,0.0419407230741636,0.0838814461483272,-1.3053904832723051,1.3053904832723051,2.6107809665446102,-0.0419407230741636,0.0419407230741636,0.0838814461483272
left,0.154,1.3523894015947378,1.3523894015947378,0.0,-1.309013855164206,1.309013855164206,2.618027710328412,-0.04337554643053155,0.04337554643053155,0.0867510928610631,-1.309013855164206,1.309013855164206,2.618027710328412,-0.04337554643053155,0.04337554643053155,0.0867510928610631
left,0.156,1.3574562356109638,1.3574562356109638,0.0,-1.3126125942755684,1.3126125942755684,2.625225188551137,-0.04484364133539542,0.04484364133539542,0.08968728267079085,-1.3126125942755684,1.3126125942755684,2.625225188551137,-0.04484364133539542,0.04484364133539542,0.08968728267079085
left,0.158,1.3625314744770607,1.3625314744770607,0.0,-1.3161860077162268,1.3161860077162268,2.6323720154324537,-0.04634546676083397,0.04634546676083397,0.09269093352166793,-1.3161860077162268,1.3161860077162268,2.6323720154324537,-0.04634546676083397,0.04634546676083397,0.09269093352166793
left,0.16,1.3676148796498908,1.3676148796498908,0.0,-1.3197333958984723,1.3197333958984723,2.6394667917969445,-0.047881483751418506,0.047881483751418506,0.09576296750283701,-1.3197333958984723,1.3197333958984723,2.6394667917969445,-0.047881483751418506,0.047881483751418506,0.09576296750283701
left,0.162,1.3727062079265546,1.3727062079265546,0.0,-1.3232540526119514,1.3232540526119514,2.646508105223903,-0.04945215531460298,0.04945215531460298,0.09890431062920596,-1.3232540526119514,1.3232540526119514,2.646508105223903,-0.04945215531460298,0.04945215531460298,0.09890431062920596
left,0.164,1.3778052114104316,1.3778052114104316,0.0,-1.3267472651033696,1.3267472651033696,2.653494530206739,-0.05105794630706176,0.05105794630706176,0.10211589261412352,-1.3267472651033696,1.3267472651033696,2.653494530206739,-0.05105794630706176,0.05105794630706176,0.10211589261412352
left,0.166,1.3829116374780117,1.3829116374780117,0.0,-1.3302123141610924,1.3302123141610924,2.660424628322185,-0.05269932331691923,0.05269932331691923,0.10539864663383847,-1.3302123141610924,1.3302123141610924,2.660424628322185,-0.05269932331691923,0.05269932331691923,0.10539864663383847
left,0.168,1.3880252287465578,1.3880252287465578,0.0,-1.3336484742047408,1.3336484742047408,2.6672969484094815,-0.05437675454181683,0.05437675454181683,0.10875350908363365,-1.3336484742047408,1.3336484742047408,2.6672969484094815,-0.05437675454181683,0.05437675454181683,0.10875350908363365
left,0.17,1.3931457230426303,1.3931457230426303,0.0,-1.3370550133798662,1.3370550133798662,2.6741100267597324,-0.056090709662764034,0.056090709662764034,0.11218141932552807,-1.3370550133798662,1.3370550133798662,2.6741100267597324,-0.056090709662764034,0.056090709662764034,0.11218141932552807
left,0.17200000000000001,1.3982728533715154,1.3982728533715154,0.0,-1.3404311936577935,1.3404311936577935,2.680862387315587,-0.057841659713721696,0.057841659713721696,0.11568331942744339,-1.3404311936577935,1.3404311936577935,2.680862387315587,-0.057841659713721696,0.057841659713721696,0.11568331942744339
left,0.17400000000000002,1.403406347887593,1.403406347887593,0.0,-1.343776270940725,1.343776270940725,2.68755254188145,-0.05963007694686814,0.05963007694686814,0.11926015389373627,-1.343776270940725,1.343776270940725,2.68755254188145,-0.05963007694686814,0.05963007694686814,0.11926015389373627
left,0.176,1.4085459298656808,1.4085459298656808,0.0,-1.3470894951721815,1.3470894951721815,2.694178990344363,-0.06145643469349944,0.06145643469349944,0.12291286938699889,-1.3470894951721815,1.3470894951721815,2.694178990344363,-0.06145643469349944,0.06145643469349944,0.12291286938699889
left,0.178,1.4136913176734032,1.4136913176734032,0.0,-1.350370110452884,1.350370110452884,2.700740220905768,-0.06332120722051902,0.06332120722051902,0.12664241444103805,-1.350370110452884,1.350370110452884,2.700740220905768,-0.06332120722051902,0.06332120722051902,0.12664241444103805
left,0.18,1.4188422247446082,1.4188422247446082,0.0,-1.3536173551621375,1.3536173551621375,2.707234710324275,-0.06522486958247062,0.06522486958247062,0.13044973916494124,-1.3536173551621375,1.3536173551621375,2.707234710324275,-0.06522486958247062,0.06522486958247062,0.13044973916494124
left,0.182,1.4239983595538896,1.4239983595538896,0.0,-1.3568304620848146,1.3568304620848146,2.7136609241696292,-0.06716789746907509,0.06716789746907509,0.13433579493815018,-1.3568304620848146,1.3568304620848146,2.7136609241696292,-0.06716789746907509,0.06716789746907509,0.13433579493815018
left,0.184,1.4291594255922435,1.4291594255922435,0.0,-1.3600086585440139,1.3600086585440139,2.7200173170880277,-0.06915076704822982,0.06915076704822982,0.13830153409645965,-1.3600086585440139,1.3600086585440139,2.7200173170880277,-0.06915076704822982,0.06915076704822982,0.13830153409645965
left,0.186,1.4343251213439052,1.4343251213439052,0.0,-1.3631511665394702,1.3631511665394702,2.7263023330789404,-0.07117395480443514,0.07117395480443514,0.14234790960887028,-1.3631511665394702,1.3631511665394702,2.7263023330789404,-0.07117395480443514,0.07117395480443514,0.14234790960887028
left,0.188,1.4394951402644063,1.4394951402644063,0.0,-1.3662572028917939,1.3662572028917939,2.7325144057835877,-0.07323793737261211,0.07323793737261211,0.14647587474522422,-1.3662572028917939,1.3662572028917939,2.7325144057835877,-0.07323793737261211,0.07323793737261211,0.14647587474522422
left,0.19,1.4446691707598958,1.4446691707598958,0.0,-1.3693259793926145,1.3693259793926145,2.738651958785229,-0.07534319136728147,0.07534319136728147,0.15068638273456295,-1.3693259793926145,1.3693259793926145,2.738651958785229,-0.07534319136728147,0.07534319136728147,0.15068638273456295
left,0.192,1.4498468961677644,1.4498468961677644,0.0,-1.3723567029606907,1.3723567029606907,2.7447134059213814,-0.0774901932070736,0.0774901932070736,0.1549803864141472,-1.3723567029606907,1.3723567029606907,2.7447134059213814,-0.0774901932070736,0.0774901932070736,0.1549803864141472
left,0.194,1.4550279947386187,1.4550279947386187,0.0,-1.3753485758040735,1.3753485758040735,2.750697151608147,-0.07967941893454505,0.07967941893454505,0.1593588378690901,-1.3753485758040735,1.3753485758040735,2.750697151608147,-0.07967941893454505,0.07967941893454505,0.1593588378690901
