phi,threshold,region,Y,w,R,wage_bill,capital_income,identity_gap
0.186,0.9090909090909091,1,1.2933601840967575,-5.173440414115346,-3.2227168370156953e-08,-5.173440414115346,-3.2227168370156955e-07,6.466800920483787
0.188,0.9090909090909091,1,1.2973434282317138,-5.189373367684542,-3.452423139597655e-08,-5.189373367684542,-3.452423139597655e-07,6.48671714115857
0.19,0.9090909090909091,1,1.3013488082415732,-5.205394863311288,-3.6965500396163485e-08,-5.205394863311288,-3.6965500396163483e-07,6.506744041207866
0.192,0.9090909090909091,1,1.3053765022503268,-5.221505613411505,-3.9558980344221515e-08,-5.221505613411505,-3.9558980344221513e-07,6.526882511251635
0.194,0.9090909090909091,1,1.3094266902608291,-5.2377063379125675,-4.231307481158316e-08,-5.2377063379125675,-4.231307481158316e-07,6.547133451304145
0.196,0.9090909090909091,1,1.3134995541793364,-5.2539977643513005,-4.523660426536888e-08,-5.2539977643513005,-4.523660426536888e-07,6.567497770896679
0.198,0.9090909090909091,1,1.3175952778404245,-5.270380627973447,-4.833882516897105e-08,-5.270380627973447,-4.833882516897105e-07,6.587976389202123
0.2,0.9090909090909091,1,1.321714047032297,-5.286855671834691,-5.162944992026066e-08,-5.286855671834691,-5.162944992026066e-07,6.608570235161488
0.202,0.9090909090909091,1,1.3258560495224903,-5.303423646903283,-5.511866766373772e-08,-5.303423646903283,-5.511866766373772e-07,6.62928024761245
0.20400000000000001,0.9090909090909091,1,1.3300214750839816,-5.3200853121642675,-5.881716601453781e-08,-5.3200853121642675,-5.881716601453781e-07,6.650107375419909
0.20600000000000002,0.9090909090909091,1,1.3342105155217066,-5.33684143472529,-6.273615373387043e-08,-5.33684143472529,-6.273615373387043e-07,6.671052577608534
0.20800000000000002,0.9090909090909091,1,1.3384233646994965,-5.35369278992414,-6.688738439720423e-08,-5.35369278992414,-6.688738439720422e-07,6.69211682349748
0.21,0.9090909090909091,1,1.3426602185674423,-5.370640161437958,-7.128318109832904e-08,-5.370640161437958,-7.128318109832903e-07,6.713301092837211
0.212,0.9090909090909091,1,1.346921275189689,-5.3876843413941335,-7.593646223432274e-08,-5.3876843413941335,-7.593646223432274e-07,6.734606375948445
0.214,0.9090909090909091,1,1.3512067347726757,-5.404826130483019,-8.086076841843717e-08,-5.404826130483019,-8.086076841843717e-07,6.756033673863379
0.216,0.9090909090909091,1,1.3555167996938229,-5.422066338072384,-8.607029056998812e-08,-5.422066338072384,-8.607029056998812e-07,6.777583998469113
0.218,0.9090909090909091,1,1.3598516745306797,-5.439405782323728,-9.157989923250458e-08,-5.439405782323728,-9.157989923250459e-07,6.7992583726534
0.22,0.9090909090909091,1,1.3642115660905356,-5.4568452903103895,-9.740517517365583e-08,-5.4568452903103895,-9.740517517365584e-07,6.821057830452677
0.222,0.9090909090909091,1,1.3685966834405114,-5.474385698137634,-1.0356244132284764e-07,-5.474385698137634,-1.0356244132284764e-06,6.842983417202558
0.224,0.9090909090909091,1,1.3730072379381293,-5.492027851064554,-1.1006879610484983e-07,-5.492027851064554,-1.1006879610484983e-06,6.865036189690644
0.226,0.9090909090909091,1,1.3774434432623814,-5.5097726036280426,-1.169421482304144e-07,-5.5097726036280426,-1.169421482304144e-06,6.887217216311907
0.228,0.9090909090909091,1,1.3819055154452973,-5.52762081976866,-1.2420125300754307e-07,-5.52762081976866,-1.2420125300754307e-06,6.909527577226488
0.23,0.9090909090909091,1,1.386393672904025,-5.545573372958599,-1.3186575023990166e-07,-5.545573372958599,-1.3186575023990166e-06,6.931968364520126
0.232,0.9090909090909091,1,1.3909081364734333,-5.563631146331694,-1.399562037818351e-07,-5.563631146331694,-1.399562037818351e-06,6.954540682367165
0.234,0.9090909090909091,1,1.3954491294392468,-5.581795032815559,-1.484941428225366e-07,-5.581795032815559,-1.484941428225366e-06,6.977245647196234
0.23600000000000002,0.9090909090909091,1,1.4000168775717203,-5.600065935265832,-1.575021049751606e-07,-5.600065935265832,-1.575021049751606e-06,7.000084387858601
0.23800000000000002,0.9090909090909091,1,1.4046116091598664,-5.618444766602653,-1.6700368125006156e-07,-5.618444766602653,-1.6700368125006156e-06,7.023058045799332
0.24,0.9090909090909091,1,1.409233555046246,-5.636932449949356,-1.77023562994881e-07,-5.636932449949356,-1.7702356299488099e-06,7.046167775231232
0.242,0.9090909090909091,1,1.41388294866233,-5.655529918773411,-1.8758759088791395e-07,-5.655529918773411,-1.8758759088791395e-06,7.06941474331165
0.244,0.9090909090909091,1,1.4185600260644484,-5.6742381170297325,-1.98722806075068e-07,-5.6742381170297325,-1.98722806075068e-06,7.092800130322241
0.246,0.9090909090909091,1,1.4232650259703299,-5.6930579993062835,-2.1045750354478114e-07,-5.6930579993062835,-2.1045750354478114e-06,7.116325129851648
0.248,0.9090909090909091,1,1.4279981897962526,-5.711990530972131,-2.228212878395192e-07,-5.711990530972131,-2.228212878395192e-06,7.1399909489812625
0.25,0.9090909090909091,1,1.432759761694811,-5.73103668832793,-2.3584513120691072e-07,-5.73103668832793,-2.3584513120691072e-06,7.163798808474054
0.252,0.9090909090909091,1,1.4375499885933134,-5.750197458758909,-2.4956143429823414e-07,-5.750197458758909,-2.4956143429823414e-06,7.187749942966565
0.254,0.9090909090909091,1,1.4423691202328228,-5.769473840890395,-2.640040895268359e-07,-5.769473840890395,-2.640040895268359e-06,7.211845601164113
0.256,0.9090909090909091,1,1.4472174092078518,-5.788866844745936,-2.7920854720415706e-07,-5.788866844745936,-2.7920854720415704e-06,7.23608704603926
