case,phi,agent_Y,reference_Y,abs_diff_Y,agent_w,reference_w,abs_diff_w,agent_R,reference_R,abs_diff_R,agent_wage_bill,reference_wage_bill,abs_diff_wage_bill,agent_capital_income,reference_capital_income,abs_diff_capital_income
left,0.35,1.8348623853211008,1.8348623853211008,0.0,1.4224391886204866,1.4224391886204866,0.0,0.41242319670061434,0.41242319670061434,0.0,1.4224391886204866,1.4224391886204866,0.0,0.41242319670061434,0.41242319670061434,0.0
left,0.36,1.8545994065281899,1.8545994065281899,0.0,1.408835157481355,1.408835157481355,0.0,0.4457642490468349,0.4457642490468349,0.0,1.408835157481355,1.408835157481355,0.0,0.4457642490468349,0.4457642490468349,0.0
left,0.37,1.8733608092918694,1.8733608092918694,0.0,1.3929128984787242,1.3929128984787242,0.0,0.4804479108131452,0.4804479108131452,0.0,1.3929128984787242,1.3929128984787242,0.0,0.4804479108131452,0.4804479108131452,0.0
left,0.38,1.8910741301059,1.8910741301059,0.0,1.3746764289196445,1.3746764289196445,0.0,0.5163977011862556,0.5163977011862556,0.0,1.3746764289196445,1.3746764289196445,0.0,0.5163977011862556,0.5163977011862556,0.0
left,0.39,1.9076688286913392,1.9076688286913392,0.0,1.3541464539413341,1.3541464539413341,0.0,0.5535223747500052,0.5535223747500052,0.0,1.3541464539413341,1.3541464539413341,0.0,0.5535223747500052,0.5535223747500052,0.0
left,0.4,1.923076923076923,1.923076923076923,0.0,1.3313609467455618,1.3313609467455618,0.0,0.591715976331361,0.591715976331361,0.0,1.3313609467455618,1.3313609467455618,0.0,0.591715976331361,0.591715976331361,0.0
left,0.41,1.9372336303758233,1.9372336303758233,0.0,1.3063754876672302,1.3063754876672302,0.0,0.6308581427085933,0.6308581427085933,0.0,1.3063754876672302,1.3063754876672302,0.0,0.6308581427085933,0.6308581427085933,0.0
left,0.42,1.9500780031201246,1.9500780031201246,0.0,1.2792633390203003,1.2792633390203003,0.0,0.6708146640998243,0.6708146640998243,0.0,1.2792633390203003,1.2792633390203003,0.0,0.6708146640998243,0.6708146640998243,0.0
left,0.43,1.9615535504119261,1.9615535504119261,0.0,1.2501152383853176,1.2501152383853176,0.0,0.7114383120266087,0.7114383120266087,0.0,1.2501152383853176,1.2501152383853176,0.0,0.7114383120266087,0.7114383120266087,0.0
left,0.44,1.9716088328075707,1.9716088328075707,0.0,1.2190388997800754,1.2190388997800754,0.0,0.7525699330274953,0.7525699330274953,0.0,1.2190388997800754,1.2190388997800754,0.0,0.7525699330274953,0.7525699330274953,0.0
