case,phi,output,wage,capital_return,wage_bill,capital_income,regime,threshold_phi
equal_endowments,0.143,1.3246822749563516,1.288798714739498,0.035883560216853704,1.288798714739498,0.035883560216853704,region_1_labor_scarce,0.5
equal_endowments,0.144,1.3271893315212777,1.2906642874872258,0.03652504403405198,1.2906642874872258,0.03652504403405198,region_1_labor_scarce,0.5
equal_endowments,0.145,1.3296988232165416,1.2925245425727976,0.03717428064374415,1.2925245425727976,0.03717428064374415,region_1_labor_scarce,0.5
equal_endowments,0.146,1.332210723763442,1.2943793979103722,0.03783132585306985,1.2943793979103722,0.03783132585306985,region_1_labor_scarce,0.5
equal_endowments,0.147,1.334725006606889,1.2962287709748457,0.03849623563204336,1.2962287709748457,0.03849623563204336,region_1_labor_scarce,0.5
equal_endowments,0.148,1.3372416449142026,1.2980725788033818,0.03916906611082081,1.2980725788033818,0.03916906611082081,region_1_labor_scarce,0.5
equal_endowments,0.149,1.339760611573924,1.2999107379970143,0.03984987357690988,1.2999107379970143,0.03984987357690988,region_1_labor_scarce,0.5
equal_endowments,0.15,1.3422818791946312,1.30174316472231,0.04053871447232108,1.30174316472231,0.04053871447232108,region_1_labor_scarce,0.5
equal_endowments,0.151,1.3448054201037654,1.303569774713105,0.04123564539066054,1.303569774713105,0.04123564539066054,region_1_labor_scarce,0.5
equal_endowments,0.152,1.3473312063464689,1.3053904832723051,0.0419407230741636,1.3053904832723051,0.0419407230741636,region_1_labor_scarce,0.5
equal_endowments,0.153,1.34985920968443,1.3072052052737613,0.04265400441066878,1.3072052052737613,0.04265400441066878,region_1_labor_scarce,0.5
equal_endowments,0.154,1.3523894015947378,1.309013855164206,0.04337554643053155,1.309013855164206,0.04337554643053155,region_1_labor_scarce,0.5
equal_endowments,0.155,1.354921753268749,1.3108163469652714,0.04410540630347768,1.3108163469652714,0.04410540630347768,region_1_labor_scarce,0.5
equal_endowments,0.156,1.3574562356109638,1.3126125942755684,0.04484364133539542,1.3126125942755684,0.04484364133539542,region_1_labor_scarce,0.5
equal_endowments,0.157,1.3599928192379145,1.314402510272848,0.04559030896506635,1.314402510272848,0.04559030896506635,region_1_labor_scarce,0.5
equal_endowments,0.158,1.3625314744770607,1.3161860077162268,0.04634546676083397,1.3161860077162268,0.04634546676083397,region_1_labor_scarce,0.5
equal_endowments,0.159,1.3650721713657001,1.31796299894849,0.047109172417210105,1.31796299894849,0.047109172417210105,region_1_labor_scarce,0.5
equal_endowments,0.16,1.3676148796498908,1.3197333958984723,0.047881483751418506,1.3197333958984723,0.047881483751418506,region_1_labor_scarce,0.5
equal_endowments,0.161,1.3701595687833807,1.321497110083506,0.0486624586998748,1.321497110083506,0.0486624586998748,region_1_labor_scarce,0.5
equal_endowments,0.162,1.3727062079265546,1.3232540526119514,0.04945215531460298,1.3232540526119514,0.04945215531460298,region_1_labor_scarce,0.5
equal_endowments,0.163,1.3752547659453915,1.3250041341858039,0.050250631759587744,1.3250041341858039,0.050250631759587744,region_1_labor_scarce,0.5
equal_endowments,0.164,1.3778052114104316,1.3267472651033696,0.05105794630706176,1.3267472651033696,0.05105794630706176,region_1_labor_scarce,0.5
equal_endowments,0.165,1.3803575125957623,1.3284833552620339,0.051874157333728535,1.3284833552620339,0.051874157333728535,region_1_labor_scarce,0.5
